OID,Year,Date,ID,UTMEast,UTMNorth,Sex,Weight,SVL,TailLength,TotalLength,TailStatus,ReproStatus,#FolliclesOrEggs
21869,2021,2021-07-20,2021-07-20.13,468877,2872646,Male,85,54.9,8.8,63.7,,,
21870,2021,2021-07-20,2021-07-20.14,468877,2872646,Female,110,57.0,8.7,65.7,,,
21871,2021,2021-07-20,2021-07-20.15,468877,2872646,Female,97,56.0,8.9,64.9,,,
21872,2021,2021-07-20,2021-07-20.16,468877,2872646,Female,94,56.0,8.8,64.8,,,
21873,2021,2021-07-20,2021-07-20.17,468877,2872646,Female,100,57.2,9.2,66.4,,,
21874,2021,2021-07-20,2021-07-20.18,468877,2872646,Female,98,55.9,9.0,64.9,,,
21875,2021,2021-07-20,2021-07-20.19,468877,2872646,Female,96,57.0,8.9,65.9,,,
21876,2021,2021-07-20,2021-07-20.20,468877,2872646,Female,90,55.4,8.7,64.1,,,
21877,2021,2021-07-20,2021-07-20.21,468877,2872646,Female,113,58.8,9.5,68.3,,,
21878,2021,2021-07-20,2021-07-20.22,468877,2872646,Female,102,56.8,9.1,65.9,,,
21879,2021,2021-07-21,2021-07-20.23,,,Female,91,55.2,8.9,64.1,,,
21890,2021,2021-07-20,2021-07-20.27,544299,2814894,,,,,,,,
21914,2021,2021-07-20,2021-07-20.36,468115,2864805,,,,,,,,
21915,2021,2021-07-22,2021-07-20.36,,,Female,110,59.8,8.8,68.6,,,
21917,2021,2021-07-20,2021-07-20.37,481484,2861556,,,,,,,,
21918,2021,2021-07-22,2021-07-20.37,,,Female,2900,183.0,25.0,208.0,,,
21919,2021,2021-07-20,2021-07-20.38,473965,2863147,,,,,,,,
21920,2021,2021-07-22,2021-07-20.38,,,Female,29600,249.0,48.7,297.7,,,
21922,2021,2021-07-20,2021-07-20.39,512728,2854110,,,,,,,,
21923,2021,2021-07-23,2021-07-20.39,,,Male,1200,142.0,20.5,162.5,,,
21924,2021,2021-07-21,2021-07-21.01,,,Female,110,57.2,9.3,66.5,,,
21925,2021,2021-07-21,2021-07-21.02,468877,2872646,Male,99,57.7,8.7,66.4,,,
21926,2021,2021-07-21,2021-07-21.03,468877,2872646,Female,94,55.9,8.5,64.4,,,
21927,2021,2021-09-09,2021-07-21.03,,,Female,146,61.4,7.8,69.2,Intact,,
21928,2021,2021-07-21,2021-07-21.04,468877,2872646,Male,111,57.7,9.1,66.8,,,
21929,2021,2021-07-21,2021-07-21.05,468877,2872646,Female,98,57.4,9.0,66.4,,,
21930,2021,2021-07-21,2021-07-21.06,468877,2872646,Male,100,56.9,,,,,
21955,2021,2021-07-21,2021-07-21.15,469575,2864821,,,,,,,,
21956,2021,2021-07-22,2021-07-21.15,,,Female,113,62.0,9.4,71.4,,,
21957,2021,2021-07-30,2021-07-21.15,,,Female,117,,,,Intact,,
21958,2021,2021-07-21,2021-07-21.16,473758,2865545,,,,,,,,
21959,2021,2021-07-22,2021-07-21.16,,,Female,113,62.8,9.8,72.6,,,
21961,2021,2021-07-21,2021-07-21.17,473759,2865577,,,,,,,,
21962,2021,2021-07-22,2021-07-21.17,,,Female,119,63.3,10.0,73.3,,,
21963,2021,2021-07-21,2021-07-21.18,476433,2862122,,,,,,,,
21964,2021,2021-07-22,2021-07-21.18,,,Male,2900,188.0,23.0,211.0,,,
21965,2021,2021-07-21,2021-07-21.19,513907,2852864,,,,,,,,
21966,2021,2021-07-22,2021-07-21.19,,,Female,4200,213.0,27.0,240.0,,,
21967,2021,2021-07-21,2021-07-21.20,476431,2862122,,,,,,,,
21968,2021,2021-07-22,2021-07-21.20,,,Male,1600,151.0,19.0,170.0,,,
21969,2021,2021-07-21,2021-07-21.21,472089,2875074,,,,,,,,
21970,2021,2021-07-22,2021-07-21.21,,,Male,4900,225.0,33.0,258.0,,,
21971,2021,2021-07-21,2021-07-21.22,467085,2864798,,,,,,,,
21972,2021,2021-07-23,2021-07-21.22,,,Male,166,67.1,10.0,77.1,Intact,,
22011,2021,2021-07-26,2021-07-22.29,,,Female,22000,353.0,31.0,384.0,Intact,,
22014,2021,2021-07-26,2021-07-25.06,,,Female,121,65.6,8.8,74.4,Intact,,
22017,2021,2021-07-26,2021-07-25.15,,,Female,104,62.1,8.9,71.0,Intact,,
22020,2021,2021-07-26,2021-07-25.16,,,Female,122,62.4,9.1,71.5,Intact,,
22023,2021,2021-07-26,2021-07-26.05,,,Female,17900,382.0,48.0,430.0,Intact,,
22027,2021,2021-07-26,2021-07-26.06,,,Male,104,55.0,8.1,63.1,Intact,,
22030,2021,2021-07-28,2021-07-19.01,,,Female,118,62.7,9.8,72.5,Intact,,
22033,2021,2021-07-28,2021-07-20.36,,,Female,110,59.8,9.0,68.8,Intact,,
22035,2021,2021-07-22,2021-07-22.22,467811,2864743,,,,,,,,
22036,2021,2021-07-22,2021-07-22.31,,,Male,108,57.8,9.1,66.9,,,
22037,2021,2021-07-23,2021-07-22.22,,,Female,120,62.0,10.4,72.4,Intact,,
22038,2021,2021-07-28,2021-07-22.22,,,Female,120,62.0,10.4,72.4,Intact,,
22039,2021,2021-07-22,2021-07-22.23,464990,2865286,,,,,,,,
22040,2021,2021-07-22,2021-07-22.32,,,Male,100,54.5,9.0,63.5,,,
22041,2021,2021-07-23,2021-07-22.23,,,Female,110,60.7,9.8,70.5,Intact,,
22042,2021,2021-07-28,2021-07-22.23,,,Female,109,60.7,9.8,70.5,Intact,,
22043,2021,2021-07-22,2021-07-22.24,469156,2864817,,,,,,,,
22044,2021,2021-07-23,2021-07-22.24,,,Female,119,61.5,9.6,71.1,Intact,,
22045,2021,2021-07-28,2021-07-22.24,,,Female,119,61.5,9.6,71.1,Intact,,
22046,2021,2021-07-22,2021-07-22.25,473739,2870322,,,,,,,,
22047,2021,2021-07-23,2021-07-22.25,,,Female,111,58.8,9.2,68.0,Intact,,
22049,2021,2021-07-22,2021-07-22.26,465713,2865008,,,,,,,,
22050,2021,2021-07-22,2021-07-22.26,,,Female,5000,220.0,29.0,249.0,,,
22051,2021,2021-07-22,2021-07-22.27,488910,2860711,,,,,,,,
22052,2021,2021-07-22,2021-07-22.27,,,Female,2900,189.0,24.0,213.0,,,
22053,2021,2021-07-22,2021-07-22.28,464732,2865375,,,,,,,,
22054,2021,2021-07-23,2021-07-22.28,,,Male,109,59.0,8.7,67.7,,,
22055,2021,2021-07-22,2021-07-22.29,469360,2864808,,,,,,,,
22056,2021,2021-07-28,2021-07-25.01,,,Female,122,63.2,9.2,72.4,Intact,,
22057,2021,2021-07-22,2021-07-22.30,574068,2819172,,,,,,,,
22058,2021,2021-07-22,2021-07-22.30,,,Male,3002,160.0,23.9,183.9,Intact,Flaccid,
22089,2021,2021-07-23,2021-07-23.11,471999,2864088,,,,,,,,
22090,2021,2021-07-27,2021-07-23.11,,,Female,120,64.2,9.9,74.1,Intact,,
22091,2021,2021-07-30,2021-07-23.11,,,Female,117,,,,Intact,,
22092,2021,2021-07-23,2021-07-23.12,508967,2849241,Female,9900,,,,,,
22093,2021,2021-07-26,2021-07-23.13,468005,2864799,,,,,,,,
22094,2021,2021-07-27,2021-07-23.13,,,Male,125,61.4,8.6,70.0,Intact,,
22095,2021,2021-07-25,2021-07-25.01,474401,2862937,,,,,,,,
22096,2021,2021-07-27,2021-07-25.01,,,Female,122,63.2,9.2,72.4,Intact,,
22097,2021,2021-07-28,2021-07-26.20,,,Female,127,66.0,10.2,76.2,Intact,,
22098,2021,2021-07-25,2021-07-25.02,471323,2864418,,,,,,,,
22099,2021,2021-07-27,2021-07-25.02,,,Female,102,57.6,8.4,66.0,Intact,,
22100,2021,2021-07-30,2021-07-25.02,,,Female,102,,,,Intact,,
22101,2021,2021-07-25,2021-07-25.03,465756,2864993,,,,,,,,
22102,2021,2021-07-27,2021-07-25.03,,,Male,96,58.5,8.3,66.8,Intact,,
22103,2021,2021-07-25,2021-07-25.04,465766,2864992,,,,,,,,
22104,2021,2021-07-27,2021-07-25.04,,,Male,100,60.0,8.2,68.2,Intact,,
22105,2021,2021-07-25,2021-07-25.05,465757,2865020,,,,,,,,
22106,2021,2021-07-27,2021-07-25.05,,,Male,101,58.4,8.1,66.5,Intact,,
22107,2021,2021-07-25,2021-07-25.06,465756,2864993,,,,,,,,
22108,2021,2021-07-28,2021-07-26.21,,,Male,107,66.0,9.8,75.8,Intact,,
22109,2021,2021-07-25,2021-07-25.07,465427,2865115,,,,,,,,
22110,2021,2021-07-27,2021-07-25.07,,,Male,121,62.6,8.9,71.5,Intact,,
22111,2021,2021-07-25,2021-07-25.08,471562,2864314,,,,,,,,
22112,2021,2021-07-27,2021-07-25.08,,,Male,145,61.9,8.2,70.1,Intact,,
22113,2021,2021-07-25,2021-07-25.09,465922,2864928,,,,,,,,
22114,2021,2021-07-27,2021-07-25.09,,,Male,108,58.1,8.5,66.6,Intact,,
22115,2021,2021-07-25,2021-07-25.10,465860,2864962,,,,,,,,
22116,2021,2021-07-27,2021-07-25.10,,,Female,160,62.2,8.3,70.5,Intact,,
22117,2021,2021-07-25,2021-07-25.11,464593,2865433,,,,,,,,
22118,2021,2021-07-27,2021-07-25.11,,,Male,123,61.2,8.7,69.9,Intact,,
22119,2021,2021-07-25,2021-07-25.12,467467,2864796,,,,,,,,
22120,2021,2021-07-27,2021-07-25.12,,,Female,120,61.1,9.0,70.1,Intact,,
22121,2021,2021-07-25,2021-07-25.13,465475,2865097,,,,,,,,
22122,2021,2021-07-27,2021-07-25.13,,,Female,80,52.5,7.6,60.1,Intact,,
22123,2021,2021-07-25,2021-07-25.14,467438,2864788,,,,,,,,
22124,2021,2021-07-27,2021-07-25.14,,,Female,104,58.0,8.2,66.2,Intact,,
22125,2021,2021-07-26,2021-07-25.15,488012,2860803,,,,,,,,
22126,2021,2021-07-28,2021-07-27.10,,,Male,105,64.4,9.9,74.3,Intact,,
22127,2021,2021-07-25,2021-07-25.16,488222,2860787,,,,,,,,
22128,2021,2021-07-28,2021-07-27.11,,,Male,125,69.0,10.5,79.5,Intact,,
22129,2021,2021-07-26,2021-07-26.02,464276,2865556,,,,,,,,
22130,2021,2021-07-27,2021-07-26.02,,,Female,101,59.2,8.0,67.2,Intact,,
22131,2021,2021-07-26,2021-07-26.03,465256,2865177,,,,,,,,
22132,2021,2021-07-27,2021-07-26.03,,,Female,113,62.5,8.8,71.3,Intact,,
22133,2021,2021-07-26,2021-07-26.04,465687,2865028,,,,,,,,
22134,2021,2021-07-27,2021-07-26.04,,,Male,116,63.8,8.9,72.7,Intact,,
22135,2021,2021-07-26,2021-07-26.05,466637,2864805,,,,,,,,
22136,2021,2021-07-28,2021-07-27.12,,,Male,165,71.1,11.0,82.1,Intact,,
22137,2021,2021-07-26,2021-07-26.06,464413,2865502,,,,,,,,
22138,2021,2021-07-28,2021-07-28.23,,,Male,101,64.8,10.0,74.8,Intact,,
22139,2021,2021-07-26,2021-07-26.07,464492,2865476,,,,,,,,
22140,2021,2021-07-27,2021-07-26.07,,,Male,125,63.6,8.7,72.3,Intact,,
22141,2021,2021-07-25,2021-07-26.08,474742,2862782,,,,,,,,
22142,2021,2021-07-27,2021-07-26.08,,,Male,123,64.2,9.2,73.4,Intact,,
22143,2021,2021-07-26,2021-07-26.09,474382,2862954,,,,,,,,
22144,2021,2021-07-27,2021-07-26.09,,,Male,118,61.4,8.8,70.2,Intact,,
22145,2021,2021-07-26,2021-07-26.10,466612,2864652,,,,,,,,
22146,2021,2021-07-27,2021-07-26.10,,,Male,6200,218.0,34.0,252.0,Intact,,
22147,2021,2021-07-28,2021-07-28.24,,,Male,121,64.7,9.8,74.5,Intact,,
22148,2021,2021-07-26,2021-07-26.11,486286,2866494,,,,,,,,
22149,2021,2021-07-27,2021-07-26.11,,,Female,97,57.3,8.0,65.3,Intact,,
22150,2021,2021-07-26,2021-07-26.12,468286,2866494,,,,,,,,
22151,2021,2021-07-27,2021-07-26.12,,,Female,122,60.7,8.5,69.2,Intact,,
22152,2021,2021-07-26,2021-07-26.13,463279,2866507,,,,,,,,
22153,2021,2021-07-27,2021-07-26.13,,,Female,120,63.9,9.2,73.1,Intact,,
22154,2021,2021-07-26,2021-07-26.14,463279,2866507,,,,,,,,
22155,2021,2021-07-27,2021-07-26.14,,,Male,108,61.3,9.3,70.6,Intact,,
22156,2021,2021-07-26,2021-07-26.15,468286,2866494,,,,,,,,
22157,2021,2021-07-27,2021-07-26.15,,,Female,134,63.3,9.1,72.4,Intact,,
22158,2021,2021-07-26,2021-07-26.16,463279,2866507,,,,,,,,
22159,2021,2021-07-27,2021-07-26.16,,,Female,113,61.2,8.8,70.0,Intact,,
22160,2021,2021-07-26,2021-07-26.17,464948,2866502,,,,,,,,
22161,2021,2021-07-27,2021-07-26.17,,,Male,130,59.8,8.4,68.2,Intact,,
22162,2021,2021-07-26,2021-07-26.18,464948,2866502,,,,,,,,
22163,2021,2021-07-27,2021-07-26.18,,,Male,119,59.7,8.0,67.7,Intact,,
22164,2021,2021-07-26,2021-07-26.19,472990,2863623,,,,,,,,
22165,2021,2021-07-29,2021-07-26.19,,,Male,123,61.0,8.6,69.6,Intact,,
22166,2021,2021-07-26,2021-07-26.20,497483,2859744,,,,,,,,
22167,2021,2021-07-28,2021-07-28.26,,,Male,103,63.5,10.0,73.5,Intact,,
22168,2021,2021-07-26,2021-07-26.21,498537,2859209,,,,,,,,
22169,2021,2021-07-28,2021-07-28.27,,,Male,142,70.4,11.1,81.5,Intact,,
22197,2021,2021-07-27,2021-07-27.10,468286,2866494,,,,,,,,
22198,2021,2021-07-28,2021-07-28.28,,,Male,112,64.3,9.9,74.2,Intact,,
22199,2021,2021-07-27,2021-07-27.11,474874,2862719,,,,,,,,
22200,2021,2021-07-28,2021-07-28.30,,,Male,116,66.8,10.2,77.0,Intact,,
22201,2021,2021-07-27,2021-07-27.12,468873,2865042,,,,,,,,
22202,2021,2021-07-28,2021-07-28.32,,,Male,104,65.1,10.0,75.1,Intact,,
22203,2021,2021-07-27,2021-07-27.13,473728,2870409,,,,,,,,
22204,2021,2021-07-29,2021-07-27.13,,,Female,119,63.2,9.1,72.3,Intact,,
22206,2021,2021-07-27,2021-07-27.14,473728,2870409,,,,,,,,
22207,2021,2021-07-29,2021-07-27.14,,,Female,122,64.0,9.2,73.2,Intact,,
22209,2021,2021-07-27,2021-07-27.15,473728,2870409,,,,,,,,
22210,2021,2021-07-29,2021-07-27.15,,,Male,109,62.3,8.9,71.2,Intact,,
22211,2021,2021-07-27,2021-07-27.16,473728,2870409,,,,,,,,
22212,2021,2021-07-29,2021-07-27.16,,,Male,133,62.4,9.2,71.6,Intact,,
22213,2021,2021-07-27,2021-07-27.17,472184,2863998,,,,,,,,
22214,2021,2021-07-29,2021-07-27.17,,,Female,3300,177.0,25.6,202.6,Intact,,
22215,2021,2021-07-29,2021-07-27.17,,,Female,3388,161.2,26.1,187.3,Intact,Primary,
22282,2021,2021-07-28,2021-07-28.50,496730,2859817,Male,98,62.8,9.0,71.8,Intact,,
22283,2021,2021-07-28,2021-07-28.23,473654,2876528,,,,,,,,
22284,2021,2021-07-29,2021-07-28.39,,,Male,1800,158.5,20.2,178.7,Intact,,
22285,2021,2021-07-28,2021-07-28.24,468869,2867041,,,,,,,,
22286,2021,2021-07-28,2021-07-28.25,468875,2867059,Female,,,,,,,
22287,2021,2021-08-01,2021-07-28.25,,,Female,162,65.6,9.5,75.1,,,
22288,2021,2021-09-09,2021-07-28.25,,,Female,200,68.2,9.2,77.4,Intact,,
22289,2021,2021-07-29,2021-07-29.11,,,Male,1700,156.7,20.3,177.0,Intact,,
22290,2021,2021-07-28,2021-07-28.26,468869,2866931,,,,,,,,
22291,2021,2021-08-01,2021-07-29.25,,,Male,2000,156.8,20.7,177.5,Intact,,
22292,2021,2021-07-28,2021-07-28.27,468869,2867042,,,,,,,,
22293,2021,2021-08-01,2021-07-29.26,,,Male,4200,209.0,26.8,235.8,Intact,,
22294,2021,2021-07-28,2021-07-28.28,468867,2867020,,,,,,,,
22295,2021,2021-07-28,2021-07-28.29,468862,2866953,Female,,,,,,,
22296,2021,2021-08-01,2021-07-28.29,,,Female,129,65.0,9.3,74.3,,,
22297,2021,2021-09-09,2021-07-28.29,,,Female,152,63.2,9.0,72.2,Intact,,
22298,2021,2021-09-19,2021-07-28.29,,,Female,,,,,Intact,,
22299,2021,2021-08-01,2021-07-29.27,,,Male,4800,214.0,29.1,243.1,Intact,,
22300,2021,2021-07-28,2021-07-28.30,468867,2866998,,,,,,,,
22301,2021,2021-07-28,2021-07-28.31,473310,2863457,,,,,,,,
22303,2021,2021-08-01,2021-07-30.29,,,Female,5200,227.2,27.8,255.0,Intact,,
22304,2021,2021-07-28,2021-07-28.32,473325,2863457,,,,,,,,
22305,2021,2021-07-28,2021-07-28.33,473236,2863493,,,,,,,,
22307,2021,2021-07-28,2021-07-28.34,468878,2864875,,,,,,,,
22308,2021,2021-07-29,2021-07-28.34,,,Female,118,63.0,8.9,71.9,Intact,,
22309,2021,2021-07-30,2021-07-28.34,,,Female,117,,,,,,
22310,2021,2021-07-28,2021-07-28.35,468853,2866925,,,,,,,,
22311,2021,2021-07-29,2021-07-28.35,,,Male,111,60.8,8.2,69.0,Intact,,
22313,2021,2021-07-28,2021-07-28.36,468827,2866928,,,,,,,,
22314,2021,2021-07-29,2021-07-28.36,,,Female,114,58.8,8.2,67.0,Intact,,
22316,2021,2021-07-28,2021-07-28.37,468878,2864904,,,,,,,,
22317,2021,2021-07-29,2021-07-28.37,,,Male,114,60.7,8.3,69.0,Intact,,
22318,2021,2021-07-28,2021-07-28.38,465149,2865225,,,,,,,,
22319,2021,2021-07-29,2021-07-28.38,,,Female,113,63.9,8.5,72.4,Intact,,
22320,2021,2021-07-28,2021-07-28.39,516712,2849855,,,,,,,,
22321,2021,2021-08-01,2021-07-30.30,,,Female,5000,226.5,28.5,255.0,Intact,,
22322,2021,2021-08-04,2021-07-29.18,,,Female,,386.4,48.0,434.4,,,
22323,2021,2021-07-28,2021-07-28.40,515039,2851698,,,,,,,,
22324,2021,2021-07-29,2021-07-28.40,,,Female,4306,200.5,27.4,227.9,Intact,Primary,
22325,2021,2021-07-28,2021-07-28.41,464756,2865375,,,,,,,,
22326,2021,2021-07-29,2021-07-28.41,,,Female,135,63.9,9.2,73.1,Intact,,
22327,2021,2021-07-28,2021-07-28.42,464780,2865365,,,,,,,,
22328,2021,2021-07-29,2021-07-28.42,,,Male,131,65.5,9.2,74.7,Intact,,
22329,2021,2021-07-28,2021-07-28.43,466125,2864861,,,,,,,,
22330,2021,2021-07-29,2021-07-28.43,,,Male,127,63.2,8.7,71.9,Intact,,
22331,2021,2021-07-28,2021-07-28.44,464556,2865449,,,,,,,,
22332,2021,2021-07-29,2021-07-28.44,,,Male,118,64.2,8.7,72.9,Intact,,
22333,2021,2021-07-28,2021-07-28.45,464777,2865357,,,,,,,,
22334,2021,2021-07-29,2021-07-28.45,,,Female,99,59.3,8.1,67.4,Intact,,
22335,2021,2021-07-28,2021-07-28.46,473654,2863301,,,,,,,,
22336,2021,2021-07-29,2021-07-28.46,,,Female,123,61.9,9.0,70.9,Intact,,
22338,2021,2021-07-28,2021-07-28.47,465085,2865250,,,,,,,,
22339,2021,2021-07-29,2021-07-28.47,,,Female,116,61.2,8.7,69.9,Intact,,
22340,2021,2021-07-28,2021-07-28.48,467891,2864808,,,,,,,,
22341,2021,2021-07-29,2021-07-28.48,,,Female,118,65.1,9.4,74.5,Intact,,
22342,2021,2021-07-28,2021-07-28.49,473846,2871938,,,,,,,,
22343,2021,2021-07-29,2021-07-28.49,,,Female,7400,233.2,29.4,262.6,Intact,,
22344,2021,2021-08-04,2021-08-02.09,,,Male,120,61.9,9.7,71.6,,,
22345,2021,2021-08-04,2021-08-02.10,,,Male,96,59.2,8.3,67.5,,,
22346,2021,2021-07-28,2021-07-28.50,496730,2859817,,,,,,,,
22368,2021,2021-07-29,2021-07-29.08,,,Male,174,69.4,9.8,79.2,Intact,,
22369,2021,2021-07-29,2021-07-29.08,464999,2865280,,,,,,,,
22370,2021,2021-07-29,2021-07-29.09,,,Male,128,65.2,9.3,74.5,Intact,,
22371,2021,2021-07-29,2021-07-29.09,463799,2865733,,,,,,,,
22372,2021,2021-07-29,2021-07-29.10,,,Male,101,58.1,8.7,66.8,Intact,,
22373,2021,2021-07-29,2021-07-29.10,510022,2857231,,,,,,,,
22374,2021,2021-07-29,2021-07-29.11,498330,2859073,,,,,,,,
22375,2021,2021-08-04,2021-08-02.13,,,Male,107,63.3,8.8,72.1,,,
22376,2021,2021-08-04,2021-08-02.14,,,Male,98,63.1,8.8,71.9,,,
22377,2021,2021-07-29,2021-07-29.12,467016,2864798,,,,,,,,
22378,2021,2021-07-29,2021-07-29.12,,,Male,134,59.5,8.8,68.3,Intact,,
22379,2021,2021-07-29,2021-07-29.13,468865,2868216,,,,,,,,
22382,2021,2021-07-29,2021-07-29.14,473707,2872909,,,,,,,,
22383,2021,2021-07-31,2021-07-29.14,,,Male,111,57.1,8.1,65.2,Intact,,
22384,2021,2021-07-29,2021-07-29.15,473707,2872909,,,,,,,,
22385,2021,2021-07-31,2021-07-29.15,,,Male,105,58.9,8.9,67.8,Intact,,
22386,2021,2021-07-29,2021-07-29.16,473707,2872909,,,,,,,,
22387,2021,2021-07-31,2021-07-29.16,,,Female,111,55.2,8.3,63.5,Intact,,
22390,2021,2021-07-29,2021-07-29.17,469742,2875037,,,,,,,,
22391,2021,2021-07-31,2021-07-29.17,,,Female,129,66.3,9.4,75.7,Intact,,
22393,2021,2021-07-29,2021-07-29.18,473707,2872909,,,,,,,,
22394,2021,2021-07-31,2021-07-29.18,,,Female,22300,,,,Intact,,
22395,2021,2021-08-04,2021-08-02.18,,,Female,4900,210.0,28.0,238.0,,,
22396,2021,2021-08-04,2021-07-29.18,,,Female,22100,368.3,49.7,418.0,Intact,Primary,
22397,2021,2021-07-29,2021-07-29.19,470943,2864326,,,,,,,,
22398,2021,2021-07-31,2021-07-29.19,,,Female,122,62.9,9.3,72.2,Intact,,
22399,2021,2021-07-29,2021-07-29.20,473707,2872909,,,,,,,,
22400,2021,2021-07-31,2021-07-29.20,,,Male,107,55.6,8.0,63.6,Intact,,
22401,2021,2021-07-29,2021-07-29.21,473707,2872909,,,,,,,,
22402,2021,2021-07-31,2021-07-29.21,,,Male,114,56.7,8.3,65.0,Intact,,
22403,2021,2021-07-29,2021-07-29.22,473707,2872909,,,,,,,,
22404,2021,2021-07-31,2021-07-29.22,,,Female,105,55.9,8.4,64.3,Intact,,
22407,2021,2021-07-29,2021-07-29.23,473707,2872909,,,,,,,,
22408,2021,2021-07-31,2021-07-29.23,,,Female,103,56.2,8.1,64.3,Intact,,
22410,2021,2021-07-29,2021-07-29.24,473707,2872909,,,,,,,,
22411,2021,2021-07-31,2021-07-29.24,,,Female,104,60.9,9.0,69.9,Intact,,
22413,2021,2021-07-29,2021-07-29.25,512916,2853673,,,,,,,,
22414,2021,2021-07-29,2021-07-28.40,,,Female,4200,212.8,28.3,241.1,Intact,,
22415,2021,2021-08-04,2021-08-03.08,,,Male,263,62.4,9.1,71.5,,,
22416,2021,2021-08-04,2021-08-03.10,,,Male,114,63.3,9.5,72.8,,,
22417,2021,2021-07-29,2021-07-29.26,516042,2850223,,,,,,,,
22418,2021,2021-08-04,2021-08-03.11,,,Male,117,60.6,9.0,69.6,,,
22419,2021,2021-08-11,2021-08-08.05,,,Female,110,67.5,10.6,78.1,Intact,,
22420,2021,2021-08-11,2021-08-09.07,,,Female,93,63.9,9.8,73.7,Intact,,
22421,2021,2021-07-29,2021-07-29.27,513868,2852582,,,,,,,,
22422,2021,2021-08-11,2021-08-09.08,,,Male,108,64.3,10.0,74.3,Intact,,
22474,2021,2021-07-30,2021-07-30.18,469959,2864767,,,,,,,,
22475,2021,2021-07-31,2021-07-30.18,,,Female,113,59.9,8.8,68.7,Intact,,
22476,2021,2021-07-30,2021-07-30.19,470484,2864727,,,,,,,,
22477,2021,2021-07-31,2021-07-30.19,,,Female,118,62.5,9.5,72.0,Intact,,
22478,2021,2021-07-30,2021-07-30.20,473640,2863146,,,,,,,,
22479,2021,2021-07-31,2021-07-30.20,,,Male,132,61.2,8.3,69.5,Intact,,
22480,2021,2021-07-30,2021-07-30.21,468928,2864756,,,,,,,,
22481,2021,2021-07-31,2021-07-30.21,,,Male,115,56.7,8.0,64.7,Intact,,
22482,2021,2021-07-30,2021-07-30.22,473309,2873865,,,,,,,,
22483,2021,2021-08-01,2021-07-30.22,,,Female,102,55.1,8.1,63.2,Intact,,
22485,2021,2021-07-30,2021-07-30.23,473309,2873865,,,,,,,,
22486,2021,2021-08-01,2021-07-30.23,,,Male,117,59.0,8.9,67.9,Intact,,
22487,2021,2021-07-30,2021-07-30.24,473309,2873865,,,,,,,,
22488,2021,2021-08-01,2021-07-30.24,,,Male,105,57.3,8.3,65.6,Intact,,
22489,2021,2021-07-30,2021-07-30.25,473309,2873865,,,,,,,,
22490,2021,2021-08-01,2021-07-30.25,,,Female,110,56.6,8.2,64.8,Intact,,
22493,2021,2021-07-30,2021-07-30.26,473309,2873865,,,,,,,,
22494,2021,2021-08-01,2021-07-30.26,,,Female,104,55.3,8.5,63.8,Intact,,
22496,2021,2021-07-30,2021-07-30.27,473309,2873865,,,,,,,,
22497,2021,2021-08-01,2021-07-30.27,,,Female,109,58.8,8.2,67.0,Intact,,
22500,2021,2021-07-30,2021-07-30.28,473309,2873865,,,,,,,,
22501,2021,2021-08-01,2021-07-30.28,,,Female,106,57.0,7.9,64.9,Intact,,
22504,2021,2021-07-30,2021-07-30.29,513356,2853452,,,,,,,,
22505,2021,2021-08-11,2021-08-09.10,,,Male,120,69.5,10.0,79.5,Intact,,
22506,2021,2021-08-11,2021-08-09.12,,,Male,106,68.6,10.6,79.2,Intact,,
22507,2021,2021-07-30,2021-07-30.30,514686,2852023,,,,,,,,
22508,2021,2021-08-11,2021-08-10.14,,,Male,157,68.8,10.8,79.6,Intact,,
22509,2021,2021-08-01,2021-07-30.30,,,Female,5244,217.7,29.2,246.9,Intact,Primary,
22510,2021,2021-07-30,2021-07-30.31,473308,2873865,,,,,,,,
22511,2021,2021-08-02,2021-07-30.31,,,Male,123,64.4,9.8,74.2,,,
22512,2021,2021-07-30,2021-07-30.32,473308,2873865,,,,,,,,
22513,2021,2021-08-02,2021-07-30.32,,,Male,102,55.2,8.5,63.7,,,
22514,2021,2021-07-31,2021-07-31.01,468833,2872492,,,,,,,,
22515,2021,2021-08-02,2021-07-31.01,,,Male,121,60.5,9.2,69.7,,,
22516,2021,2021-07-31,2021-07-31.02,468833,2872492,,,,,,,,
22517,2021,2021-08-02,2021-07-31.02,,,Male,117,60.0,9.0,69.0,,,
22518,2021,2021-08-01,2021-08-01.01,468866,2864952,,,,,,,,
22519,2021,2021-08-02,2021-08-01.01,,,Male,122,61.8,9.3,71.1,,,
22521,2021,2021-08-01,2021-08-01.02,471101,2864525,,,,,,,,
22522,2021,2021-08-02,2021-08-01.02,,,Female,103,61.0,9.5,70.5,,,
22523,2021,2021-08-01,2021-08-01.03,473754,2864197,,,,,,,,
22524,2021,2021-08-02,2021-08-01.03,,,Female,127,64.3,9.5,73.8,,,
22526,2021,2021-08-01,2021-08-01.04,468836,2872579,,,,,,,,
22527,2021,2021-08-02,2021-08-01.04,,,Male,111,69.3,9.3,78.6,,,
22528,2021,2021-08-01,2021-08-01.05,468836,2871598,,,,,,,,
22529,2021,2021-08-02,2021-08-01.05,,,Male,112,65.4,8.5,73.9,,,
22531,2021,2021-08-02,2021-08-02.01,,,Female,148,64.5,10.2,74.7,,,
22532,2021,2021-08-02,2021-08-02.01,468873,2864840,,,,,,,,
22533,2021,2021-08-02,2021-08-02.02,,,Male,197,69.5,10.4,79.9,,,
