OID,Year,Date,ID,UTMEast,UTMNorth,Sex,Weight,SVL,TailLength,TotalLength,TailStatus,ReproStatus,#FolliclesOrEggs
2,2004,2004-10-12,12Oct04.01,530923,2806709,Male,,,,,,,
4,2006,2006-09-13,13Sep06.01,519027,2807146,Female,,,,,,,
8,2007,2007-03-24,24Mar07.01,517307,2849303,Female,,,,,,,
12,2008,2008-11-08,08Nov08.01,521952,2813389,Female,,,,,,,
13,2008,2008-11-11,11Nov08.01,541942,2808671,Female,,,,,,,
15,2008,2008-11-24,24Nov08.01,508576,2782157,Female,,,,,,,
18,2009,2009-01-21,16Dec16.01,532897,2844121,Male,,,,,,,
20,2009,2009-01-22,16Dec16.10,555337,2799802,,,,,,,,
22,2009,2009-03-20,16Dec16.07,518463,2849337,Male,,,,,,,
24,2009,2009-04-13,16Dec16.03,526678,2849339,Female,,,,,,,
28,2009,2009-05-05,02May09.01,530979,2849358,Female,,,,,,,
30,2009,2009-05-14,14May09.01,552854,2812413,,,,,,,,
32,2009,2009-05-14,14May09.02,552854,2812413,Female,,,,,,,
34,2009,2009-05-26,26May09.01,519027,2807146,Male,,,,,,,
35,2009,2009-06-11,11Jun09.01,519027,2807146,,,,,,,,
37,2009,2009-06-22,22Jun09.01,526312,2849361,Male,,,,,,,
39,2009,2009-08-01,16Dec16.08,553955,2806728,,,,,,,,
41,2009,2009-08-06,16Dec16.05,518988,2791490,Male,,,,,,,
43,2009,2009-08-09,09Aug09.01,546513,2837329,,,,,,,,
47,2009,2009-08-23,16Dec16.09,535919,2849260,Male,,,,,,,
51,2009,2009-09-12,16Dec16.04,519027,2807146,Female,,,,,,,
53,2009,2009-09-13,13Sep09.01,519027,2807146,Male,,,,,,,
55,2009,2009-10-09,09Oct09.01,552881,2812180,,,,,,,,
57,2009,2009-10-11,16Dec16.06,552676,2806545,Female,,,,,,,
59,2009,2009-11-06,06Nov09.01,519027,2807146,Female,,,,,,,
61,2010,2010-06-18,16Dec16.02,520215,2792479,Female,,,,,,,
68,2013,2013-06-10,10Jun13.01,516321,2850290,Female,,,,,,,
70,2013,2013-06-19,19Jun13.01,552050,2839489,,,,,,,,
72,2013,2013-07-07,07Jul13.01,538482,2809083,Male,,,,,,,
74,2013,2013-07-26,26Jul13.01,514269,2788326,Female,,,,,,,
76,2013,2013-07-26,26Jul13.02,514269,2788326,Female,,,,,,,
78,2013,2013-07-26,26Jul13.03,514269,2788326,Female,,,,,,,
80,2013,2013-07-26,26Jul13.04,514269,2788326,Male,,,,,,,
82,2013,2013-07-26,26Jul13.05,514269,2788326,Female,,,,,,,
84,2013,2013-07-26,26Jul13.06,514269,2788326,Male,,,,,,,
86,2013,2013-07-26,26Jul13.07,514269,2788326,Male,,,,,,,
88,2013,2013-07-26,26Jul13.08,514269,2788326,Female,,,,,,,
90,2013,2013-08-05,05Aug13.01,530665,2807092,Female,,,,,,,
100,2013,2013-08-15,15Aug13.01,543420,2832391,Male,,,,,,,
102,2013,2013-08-16,16Aug13.01,542547,2835544,Male,,,,,,,
104,2013,2013-08-17,17Aug13.01,542590,2834384,,,,,,,,
106,2013,2013-08-17,17Aug13.02,542681,2831922,Male,,,,,,,
108,2013,2013-08-17,19Aug13.01,542663,2832440,Female,,,,,,,
110,2013,2013-08-21,21Aug13.01,542605,2834186,Male,,,,,,,
112,2013,2013-08-23,23Aug13.01,519027,2807146,Female,,,,,,,
114,2013,2013-08-26,26Aug13.01,542678,2832388,Male,316,89.5,,,,,
116,2013,2013-08-31,31Aug13.01,542678,2827541,Female,195,74.6,,,,,
118,2013,2013-09-08,08Sep13.01,542043,2833289,,,,,,,,
127,2013,2013-10-30,30Oct13.01,520723,2809156,Male,,,,,,,
129,2013,2013-11-05,05Nov13.01,542667,2832382,Male,,,,,,,
130,2013,2013-11-05,05Nov13.02,519027,2807146,Female,,,,,,,
132,2013,2013-11-11,11Nov13.01,490784,2860526,Male,,,,,,,
134,2013,2013-11-14,14Nov13.01,564532,2785904,Male,,,,,,,
135,2013,2013-11-18,05Nov13.01,,,Male,605,93.5,13.0,106.5,,Undeveloped,
136,2013,2013-11-14,14Nov13.01,,,Male,,147.0,21.5,168.5,,,
137,2013,2013-11-18,30Oct13.01,,,Male,200,81.5,10.0,91.5,,Undeveloped,
139,2013,2013-12-03,03Dec13.01,523501,2848989,Female,,,,,,,
140,2013,2013-12-07,07Dec13.01,542994,2832018,Male,,215.5,24.9,240.4,,,
143,2013,2013-12-25,11Mar14.02,542043,2833289,Male,,,,,,,
145,2013,2013-12-27,03Jan14.01,542043,2833289,Male,,,,,,,
147,2013,2013-12-27,25Dec13.01,532807,2846728,Male,,,,,,,
149,2013,2013-12-27,27Dec13.01,532933,2843192,Male,,,,,,,
151,2014,2014-01-02,02Jan14.01,519027,2807146,Female,,,,,,,
153,2014,2014-01-02,02Jan14.02,446670,2872127,Male,,,,,,,
158,2013,2013-12-11,03Dec13.01,,,Female,6595,229.0,29.5,258.5,,Secondary,
160,2014,2014-01-14,14Jan14.01,519027,2807146,Male,,,,,,,
170,2014,2014-01-03,27Dec13.01,,,Male,7870,236.5,38.5,275.0,,,
171,2014,2014-01-14,14Jan14.01,,,Male,27000,285.0,45.0,330.0,,,
177,2014,2014-01-03,25Dec13.01,,,Male,4478,191.5,26.5,218.0,,,
179,2014,2014-01-19,19Jan14.01,490431,2779189,Female,,,,,,,
182,2014,2014-01-21,19Jan14.01,,,Female,1334,114.0,16.5,130.5,,Undeveloped,
184,2014,2014-01-21,22Jan14.01,507850,2783384,Male,,,,,,,
185,2014,2014-01-23,22Jan14.01,,,Male,5750,253.5,30.0,283.5,,,
187,2014,2014-01-28,28Jan14.01,515789,2850843,,,,,,,,
189,2014,2014-01-29,29Jan14.01,512687,2785735,Male,,,,,,,
191,2014,2014-01-29,29Jan14.02,512687,2785735,Female,,,,,,,
193,2014,2014-02-02,02Feb14.01,519027,2807146,Male,,,,,,,
195,2014,2014-02-02,02Feb14.02,519027,2807146,Male,,,,,,,
196,2014,2014-02-04,19Mar15.02,434931,2877085,Female,,,,,,,
199,2014,2014-02-07,07Feb14.01,496593,2860473,Male,,,,,,,
200,2013,2013-11-11,11Nov13.01,,,Male,5676,209.0,33.0,242.0,,,
201,2014,2014-02-14,14Feb14.01,,,Male,4126,177.0,26.5,203.5,Intact,,
203,2014,2014-01-29,29Jan14.01,,,Male,8746,225.0,32.0,257.0,,,
204,2014,2014-01-29,29Jan14.02,,,Female,13804,238.0,36.5,274.5,,,28
206,2014,2014-02-16,16Feb14.01,532765,2847854,Male,,,,,,,
209,2014,2014-02-20,20Feb14.01,520280,2796336,Male,,,,,,,
210,2014,2014-02-02,02Feb14.01,,,Male,10874,240.0,36.5,276.5,,,
211,2014,2014-02-24,24Feb14.01,,,Male,,,,,Intact,Flaccid,
212,2014,2014-02-24,24Feb14.01,519027,2807146,Male,,,,,,,
213,2014,2014-02-27,20Feb14.01,,,Male,5362,178.5,27.0,205.5,,,
214,2013,2013-08-23,23Aug13.01,,,Female,2162,,,,,Undeveloped,
215,2014,2014-02-27,27Feb14.01,,,Male,7928,198.5,31.5,230.0,,,
216,2014,2014-02-27,27Feb14.01,519027,2807146,Male,,,,,,,
217,2014,2014-02-27,28Jan14.01,,,,2406,,,,,,
219,2009,2009-05-14,14May09.01,,,,4688,175.0,26.5,201.5,,,
220,2009,2009-05-14,14May09.02,,,Female,992,109.0,15.0,124.0,,Undeveloped,
221,2014,2014-01-03,02Jan14.01,,,Female,3904,169.0,23.0,192.0,,Undeveloped,
222,2013,2013-08-05,05Aug13.01,,,Female,4588,222.5,32.5,255.0,,,
223,2009,2009-10-09,09Oct09.01,,,,15612,234.0,35.0,269.0,,,
225,2014,2014-01-03,03Jan14.01,,,Male,10630,235.0,20.5,255.5,Broken,,
226,2013,2013-07-07,07Jul13.01,,,Male,112,57.5,8.0,65.5,,Undeveloped,
229,2014,2014-01-03,11Mar14.02,,,Male,338,84.0,12.0,96.0,,Undeveloped,
230,2013,2013-06-19,19Jun13.01,,,,1942,162.0,,,,,
237,2014,2014-03-22,22Mar14.02,519027,2807146,Male,,,,,,,
247,2014,2014-03-31,31Mar14.01,523426,2837820,Male,,,,,,,
265,2014,2014-04-08,09Apr14.01,541254,2821243,Male,,,,,,,
266,2009,2009-05-05,02May09.01,,,Female,1168,116.5,17.5,134.0,Intact,Undeveloped,
267,2009,2009-09-02,02Sep09.01,,,Female,1588,146.0,20.0,166.0,Intact,Undeveloped,
268,2014,2014-04-08,09Apr14.01,,,Male,6604,201.0,34.5,235.5,Intact,Flaccid,
269,2009,2009-08-21,21Aug09.01,,,Female,6144,213.5,29.5,243.0,Intact,Primary,1
283,2014,2014-04-13,14Apr14.01,514632,2788594,Female,,,,,,,
292,2014,2014-04-15,02Feb14.02,,,Male,9208,226.0,20.5,246.5,Broken,Turgid,
293,2007,2007-02-08,08Feb07.01,,,Male,8646,237.0,35.0,272.0,Intact,Turgid,
294,2014,2014-04-14,14Apr14.01,,,Female,3710,183.0,25.0,208.0,Intact,Primary,
296,2014,2014-04-15,15Apr14.01,,,Female,7118,228.5,31.0,259.5,Intact,Primary,
304,2014,2014-04-15,15Apr14.05,542694,2831597,Male,,,,,,,
307,2010,2010-06-19,19Jun10.01,,,Male,3848,186.0,28.0,214.0,Intact,Flaccid,
308,2007,2007-03-24,24Mar07.01,,,Female,674,108.0,15.0,123.0,Intact,Undeveloped,
309,2008,2008-11-24,24Nov08.01,,,Female,362,81.5,11.5,93.0,Intact,,
310,2014,2014-04-14,31Mar14.01,,,Male,5996,236.5,36.0,272.5,Intact,Flaccid,
314,2014,2014-04-16,16Apr14.02,545287,2832406,Female,,,,,,,
316,2014,2014-04-17,17Apr14.01,542541,2835883,Male,,,,,,,
326,2014,2014-04-21,15Apr14.05,,,Male,4930,212.0,33.0,245.0,Intact,,
327,2014,2014-04-21,16Apr14.02,,,Female,854,112.0,15.0,127.0,Intact,Undeveloped,
328,2014,2014-04-21,17Apr14.01,,,Male,1124,117.5,16.5,134.0,Intact,,
330,2014,2014-04-26,26Apr14.01,510167,2785022,Male,,,,,,,
333,2014,2014-04-28,28Apr14.01,553077,2806543,Female,,,,,,,
336,2014,2014-04-30,30Apr14.01,542783,2832382,Female,,,,,,,
338,2014,2014-04-30,30Apr14.02,507525,2780912,Female,,,,,,,
339,2014,2014-05-01,01May14.01,,,Female,15232,256.0,38.0,294.0,Intact,Secondary,
341,2009,2009-11-06,06Nov09.01,,,Female,5900,208.0,28.0,236.0,Intact,Primary,8
342,2013,2013-06-10,10Jun13.01,,,Female,7232,217.0,29.5,246.5,Intact,,
343,2008,2008-11-11,11Nov08.01,,,Female,388,84.0,12.0,96.0,Intact,,
374,2014,2014-05-08,26Apr14.01,,,Male,8346,254.0,35.0,289.0,Intact,Flaccid,
375,2014,2014-05-08,28Apr14.01,,,Female,862,113.5,15.5,129.0,Intact,Undeveloped,
376,2014,2014-05-08,30Apr14.01,,,Female,2492,160.0,22.0,182.0,Intact,Undeveloped,
377,2014,2014-05-08,30Apr14.02,,,Female,6316,229.0,31.0,260.0,Intact,,
379,2014,2014-05-10,10May14.01,538005,2806511,Female,,,,,,,
382,2014,2014-05-14,14May14.01,542537,2836005,Male,,,,,,,
383,2014,2014-05-13,10May14.01,,,Female,3918,185.0,25.0,210.0,Intact,,
397,2014,2014-05-27,27May14.01,521757,2813785,Female,,,,,,,
399,2014,2014-05-28,28May14.01,514503,2788492,Female,,,,,,,
401,2014,2014-05-28,28May14.02,515518,2851129,Male,,,,,,,
402,2014,2014-05-27,27May14.01,,,Female,18770,,39.0,,Intact,,
404,2014,2014-06-04,04Jun14.01,520305,2793184,Female,,,,,,,
407,2014,2014-06-04,04Jun14.01,,,Female,7788,224.0,30.0,254.0,Intact,,
412,2014,2014-06-04,14May14.01,,,Male,6382,205.5,31.5,237.0,Intact,Flaccid,
413,2014,2014-06-04,28May14.01,,,Female,6512,222.0,32.5,254.5,Intact,,
421,2014,2014-06-10,12Jun14.02,542692,2831582,Female,,,,,,,
423,2014,2014-06-12,10Jun14.03,542698,2830750,Male,,,,,,,
428,2014,2014-06-16,10Jun14.03,,,Male,6940,235.0,34.0,269.0,Intact,Flaccid,
429,2014,2014-06-16,12Jun14.02,,,Female,9756,248.0,33.5,281.5,Intact,,
440,2014,2014-06-28,28Jun14.01,550146,2812100,Female,,,,,,,
442,2014,2014-07-01,01Jul14.01,530576,2807202,Male,,,,,,,
444,2014,2014-07-01,01Jul14.02,530683,2806975,Male,,,,,,,
448,2014,2014-07-01,01Jul14.01,,,Male,9532,251.5,39.5,291.0,Intact,Flaccid,
449,2014,2014-07-01,28Jun14.01,,,Female,5906,218.5,28.5,247.0,Intact,,
450,2014,2014-07-01,01Jul14.02,,,Male,5614,205.0,31.0,236.0,Intact,Flaccid,
452,2014,2014-07-03,03Jul14.01,513260,2787642,Female,,,,,,,
454,2014,2014-07-03,11Jul14.01,542535,2835838,Female,,,,,,,
458,2014,2014-07-09,09Jul14.01,533741,2805305,Male,,,,,,,
460,2014,2014-07-09,09Jul14.02,543498,2832389,Female,,,,,,,
462,2014,2014-07-09,09Jul14.03,542660,2830632,Female,,,,,,,
464,2014,2014-07-11,11Jul14.02,542540,2835726,Male,,,,,,,
466,2014,2014-07-11,14Jul14.02,518411,2791092,Female,,,,,,,
468,2014,2014-07-13,13Jul14.01,513141,2787561,Female,,,,,,,
469,2014,2014-07-13,13Jul14.02,,,Female,116,56.0,8.0,64.0,,,
470,2014,2014-07-13,13Jul14.02,513141,2787561,Female,,,,,,,
479,2014,2014-07-14,03Jul14.01,,,Female,2456,189.0,24.0,213.0,Intact,Primary,
480,2014,2014-07-14,09Jul14.01,,,Male,6242,226.0,33.5,259.5,Intact,,
481,2014,2014-07-14,09Jul14.02,,,Female,950,121.0,16.5,137.5,Intact,Undeveloped,
482,2014,2014-07-14,09Jul14.03,,,Female,6162,226.5,30.5,257.0,Intact,,
483,2014,2014-07-14,11Jul14.01,,,Female,4524,188.5,24.0,212.5,Intact,,
484,2014,2014-07-15,11Jul14.02,,,Male,5108,211.5,31.0,242.5,Intact,,
485,2014,2014-07-14,14Jul14.02,,,Female,2778,173.0,24.5,197.5,Intact,,
491,2014,2014-07-18,18Jul14.02,498148,2849124,Female,,,,,,,
493,2014,2014-07-18,18Jul14.03,498148,2849124,Male,,,,,,,
494,2014,2014-07-18,18Jul14.04,498148,2849124,,,,,,,,
496,2014,2014-07-19,19Jul14.01,522971,2812430,Male,,,,,,,
500,2014,2014-07-22,22Jul14.03,542671,2829266,Female,,,,,,,
502,2014,2014-07-23,23Jul14.01,542567,2835100,Female,,,,,,,
504,2014,2014-07-23,23Jul14.02,513167,2787571,Male,,,,,,,
509,2014,2014-07-25,25Jul14.01,542587,2834493,Male,,,,,,,
511,2014,2014-07-25,25Jul14.02,543570,2832389,Male,,,,,,,
513,2014,2014-07-25,25Jul14.03,542554,2835385,Female,,,,,,,
515,2014,2014-07-25,25Jul14.04,521964,2810851,Male,,,,,,,
517,2014,2014-07-25,25Jul14.05,514423,2788421,Female,,,,,,,
518,2014,2014-07-25,25Jul14.06,,,,112,,,,,,
519,2014,2014-07-25,25Jul14.06,520303,2796320,,,,,,,,
521,2014,2014-07-25,25Jul14.07,490135,2852111,Female,,,,,,,
523,2014,2014-07-26,26Jul14.01,520297,2795714,Male,,,,,,,
525,2014,2014-07-26,26Jul14.02,520299,2794238,Male,,,,,,,
543,2014,2014-07-28,28Jul14.01,542544,2835586,Female,,,,,,,
545,2014,2014-07-28,28Jul14.02,542548,2835811,Male,,,,,,,
546,2014,2014-07-28,19Jul14.01,,,Male,8134,238.0,33.5,271.5,Intact,Flaccid,
547,2014,2014-07-28,22Jul14.03,,,Female,3956,201.0,27.0,228.0,Intact,Undeveloped,
548,2014,2014-07-28,25Jul14.02,,,Male,1206,128.0,17.5,145.5,Intact,,
549,2014,2014-07-28,25Jul14.05,,,Female,8830,245.5,33.5,279.0,Intact,Primary,
553,2014,2014-07-30,30Jul14.02,542575,2834776,Male,,,,,,,
555,2014,2014-07-30,30Jul14.03,520298,2796317,Female,,,,,,,
557,2014,2014-07-30,30Jul14.04,521845,2813687,Male,,,,,,,
558,2014,2014-07-28,13Jul14.01,,,Female,108,57.5,8.0,65.5,Intact,Undeveloped,
559,2014,2014-07-28,18Jul14.02,,,Female,118,62.0,9.5,71.5,Intact,Undeveloped,
560,2014,2014-07-28,18Jul14.03,,,Male,110,62.0,9.0,71.0,Intact,Undeveloped,
561,2014,2014-07-28,23Jul14.01,,,Female,98,61.0,9.0,70.0,Intact,Undeveloped,
562,2014,2014-07-28,23Jul14.02,,,Male,114,60.5,8.5,69.0,Intact,Undeveloped,
563,2014,2014-07-28,25Jul14.01,,,Male,106,58.5,8.5,67.0,Intact,Undeveloped,
564,2014,2014-07-28,25Jul14.03,,,Female,108,60.0,9.0,69.0,Intact,Undeveloped,
565,2014,2014-07-28,25Jul14.04,,,Male,100,59.0,8.0,67.0,Intact,Undeveloped,
566,2014,2014-07-28,26Jul14.01,,,Male,100,57.0,8.5,65.5,Intact,Undeveloped,
567,2014,2014-07-28,26Jul14.02,,,Male,108,57.5,8.5,66.0,Intact,Undeveloped,
569,2014,2014-07-31,31Jul14.01,545180,2832405,,,,,,,,
571,2014,2014-07-31,31Jul14.02,542613,2833799,Male,,,,,,,
573,2014,2014-07-31,31Jul14.03,542571,2834888,Female,,,,,,,
575,2014,2014-08-02,02Aug14.01,520295,2794989,Female,,,,,,,
577,2014,2014-08-04,04Aug14.01,542555,2835361,Male,,,,,,,
579,2014,2014-08-04,04Aug14.02,542589,2833980,Female,,,,,,,
581,2014,2014-08-05,05Aug14.01,542573,2834777,Female,,,,,,,
583,2014,2014-08-05,05Aug14.02,542569,2834960,Male,,,,,,,
585,2014,2014-08-05,05Aug14.03,542558,2835231,Male,,,,,,,
587,2014,2014-08-05,05Aug14.04,542595,2834222,Female,,,,,,,
593,2014,2014-08-06,06Aug14.01,542558,2835366,Female,,,,,,,
595,2014,2014-08-06,06Aug14.02,542536,2835898,Male,,,,,,,
597,2014,2014-08-06,06Aug14.03,542558,2835300,Male,,,,,,,
599,2014,2014-08-06,06Aug14.04,542566,2835051,Female,,,,,,,
601,2014,2014-08-06,06Aug14.05,542698,2831361,Male,,,,,,,
603,2014,2014-08-06,06Aug14.06,542558,2835292,Male,,,,,,,
605,2014,2014-08-06,06Aug14.07,516006,2849172,Male,,,,,,,
607,2014,2014-08-06,06Aug14.08,522827,2812583,Female,,,,,,,
609,2014,2014-08-06,06Aug14.09,542556,2835458,Female,,,,,,,
611,2014,2014-08-06,06Aug14.10,542567,2835032,Male,,,,,,,
613,2014,2014-08-06,06Aug14.11,542571,2834886,Female,,,,,,,
615,2014,2014-08-06,06Aug14.12,542528,2836152,Female,,,,,,,
624,2014,2014-08-06,05Aug14.01,,,Female,112,59.0,8.5,67.5,Intact,Undeveloped,
625,2014,2014-08-06,05Aug14.02,,,Male,98,55.5,8.0,63.5,Intact,Undeveloped,
626,2014,2014-08-06,05Aug14.03,,,Male,108,60.0,8.5,68.5,Intact,Undeveloped,
627,2014,2014-08-06,05Aug14.04,,,Female,108,58.0,9.0,67.0,Intact,Undeveloped,
628,2014,2014-08-06,06Aug14.01,,,Female,104,55.5,8.0,63.5,Intact,Undeveloped,
629,2014,2014-08-06,06Aug14.02,,,Male,96,57.0,8.5,65.5,Intact,Undeveloped,
630,2014,2014-08-06,06Aug14.03,,,Male,104,57.0,8.5,65.5,Intact,Undeveloped,
631,2014,2014-08-06,06Aug14.04,,,Female,112,59.0,8.5,67.5,Intact,Undeveloped,
632,2014,2014-08-06,06Aug14.05,,,Male,104,56.5,8.0,64.5,Intact,Undeveloped,
634,2014,2014-08-07,07Aug14.01,542611,2834288,Male,,,,,,,
636,2014,2014-08-07,07Aug14.02,542530,2836069,,,,,,,,
638,2014,2014-08-07,07Aug14.03,542553,2835401,Male,,,,,,,
640,2014,2014-08-07,07Aug14.04,542564,2835100,Male,,,,,,,
642,2014,2014-08-07,07Aug14.05,542582,2834565,Female,,,,,,,
644,2014,2014-08-07,07Aug14.06,542558,2835215,,,,,,,,
646,2014,2014-08-07,07Aug14.07,542566,2835043,Female,,,,,,,
647,2014,2014-08-06,28Jul14.01,,,Female,2692,174.0,22.5,196.5,Intact,,
648,2014,2014-08-06,28Jul14.02,,,Male,110,61.0,8.5,69.5,Intact,Undeveloped,
649,2014,2014-08-06,30Jul14.02,,,Male,112,60.0,9.0,69.0,Intact,Undeveloped,
650,2014,2014-08-06,30Jul14.03,,,Female,98,55.5,8.0,63.5,Intact,Undeveloped,
651,2014,2014-08-06,30Jul14.04,,,Male,94,57.5,8.5,66.0,Intact,Undeveloped,
652,2014,2014-08-06,31Jul14.01,,,,182,66.5,9.0,75.5,Intact,Undeveloped,
653,2014,2014-08-06,31Jul14.02,,,Male,124,63.0,9.0,72.0,Intact,Undeveloped,
654,2014,2014-08-06,31Jul14.03,,,Female,108,56.0,4.0,60.0,Broken,Undeveloped,
656,2014,2014-08-08,08Aug14.01,542593,2834294,Female,,,,,,,
658,2014,2014-08-08,08Aug14.02,542558,2835300,Male,,,,,,,
660,2014,2014-08-08,08Aug14.03,519027,2807146,,,,,,,,
662,2014,2014-08-10,10Aug14.01,494974,2860013,Female,,,,,,,
675,2014,2014-08-11,07Aug14.04,,,Male,100,58.0,8.0,66.0,Intact,Undeveloped,
684,2014,2014-08-11,11Aug14.02,544890,2832404,Male,,,,,,,
686,2014,2014-08-11,11Aug14.03,542573,2834855,Female,,,,,,,
690,2014,2014-08-12,12Aug14.03,542698,2831467,Male,,,,,,,
692,2014,2014-08-12,12Aug14.04,542628,2833377,Female,,,,,,,
694,2014,2014-08-12,12Aug14.05,542677,2832065,Female,,,,,,,
696,2014,2014-08-12,12Aug14.07,542602,2834063,Male,,,,,,,
700,2014,2014-08-13,13Aug14.02,542625,2833479,Male,,,,,,,
702,2014,2014-08-13,13Aug14.03,542602,2834065,Female,,,,,,,
703,2014,2014-08-11,02Aug14.01,,,Female,108,60.5,8.5,69.0,Intact,Undeveloped,
704,2014,2014-08-11,04Aug14.01,,,Male,66,53.5,7.5,61.0,Intact,Undeveloped,
705,2014,2014-08-11,04Aug14.02,,,Female,104,58.5,9.0,67.5,Intact,Undeveloped,
706,2014,2014-08-11,06Aug14.06,,,Male,92,57.0,8.0,65.0,Intact,Undeveloped,
707,2014,2014-08-11,06Aug14.08,,,Female,2578,160.0,20.5,180.5,Intact,Undeveloped,
708,2014,2014-08-11,06Aug14.09,,,Female,3234,188.0,25.0,213.0,Intact,Undeveloped,
709,2014,2014-08-11,06Aug14.10,,,Male,98,,,,,Undeveloped,
710,2014,2014-08-11,06Aug14.11,,,Female,100,59.0,8.5,67.5,Intact,Undeveloped,
711,2014,2014-08-11,06Aug14.12,,,Female,122,62.0,9.0,71.0,Intact,Undeveloped,
712,2014,2014-08-11,07Aug14.01,,,Male,84,57.0,8.5,65.5,Intact,Undeveloped,
713,2014,2014-08-11,07Aug14.02,,,,98,58.0,8.5,66.5,Intact,,
714,2014,2014-08-11,07Aug14.03,,,Male,106,58.5,8.5,67.0,Intact,Undeveloped,
715,2014,2014-08-11,07Aug14.05,,,Female,96,56.0,8.0,64.0,Intact,Undeveloped,
716,2014,2014-08-11,07Aug14.06,,,,104,59.0,8.5,67.5,Intact,Undeveloped,
717,2014,2014-08-11,08Aug14.01,,,Female,96,57.0,8.0,65.0,Intact,Undeveloped,
718,2014,2014-08-11,08Aug14.02,,,Male,100,58.0,8.0,66.0,Intact,Undeveloped,
719,2014,2014-08-11,08Aug14.03,,,,170,67.0,8.5,75.5,Intact,Undeveloped,
723,2014,2014-08-15,15Aug14.01,542536,2835896,Male,,,,,,,
725,2014,2014-08-15,15Aug14.02,542613,2833818,Female,,,,,,,
727,2014,2014-08-15,15Aug14.03,542584,2834619,Male,,,,,,,
729,2014,2014-08-15,15Aug14.04,542567,2835130,Female,,,,,,,
731,2014,2014-08-16,16Aug14.01,542596,2833991,Male,,,,,,,
733,2014,2014-08-16,16Aug14.02,542874,2836462,Female,,,,,,,
735,2014,2014-08-16,16Aug14.03,542577,2834750,Male,,,,,,,
737,2014,2014-08-16,16Aug14.04,542626,2833552,Male,,,,,,,
741,2014,2014-08-17,17Aug14.02,542643,2832914,Male,,,,,,,
743,2014,2014-08-18,18Aug14.01,542668,2832381,Male,,,,,,,
745,2014,2014-08-18,18Aug14.02,542539,2835925,Male,,,,,,,
766,2014,2014-08-19,19Aug14.01,542612,2833886,Male,,,,,,,
768,2014,2014-08-19,19Aug14.02,542612,2833814,Male,,,,,,,
770,2014,2014-08-19,19Aug14.03,542604,2834074,Male,,,,,,,
772,2014,2014-08-19,19Aug14.04,542642,2833042,Female,,,,,,,
775,2014,2014-08-20,20Aug14.01,542709,2831213,Male,,,,,,,
777,2014,2014-08-20,20Aug14.02,542644,2832849,Male,,,,,,,
779,2014,2014-08-20,20Aug14.03,542672,2832251,Male,,,,,,,
780,2014,2014-08-19,06Aug14.07,,,Male,1642,140.0,20.0,160.0,Intact,,
781,2014,2014-08-19,07Aug14.07,,,Female,8064,274.0,37.5,311.5,Intact,Eggs,3
782,2014,2014-08-19,11Aug14.02,,,Male,694,111.5,14.5,126.0,Intact,,
783,2014,2014-08-19,16Aug14.02,,,Female,2338,185.0,22.0,207.0,Intact,Primary,
784,2014,2014-08-19,16Aug14.04,,,Male,1520,137.0,18.5,155.5,Intact,,
788,2014,2014-08-21,21Aug14.02,545181,2832403,Male,,,,,,,
789,2014,2014-08-19,25Jul14.07,,,Female,9362,244.0,34.0,278.0,Intact,Primary,
790,2014,2014-08-19,11Aug14.03,,,Female,72,55.5,8.0,63.5,Intact,Undeveloped,
791,2014,2014-08-19,12Aug14.03,,,Male,148,64.5,9.0,73.5,Intact,Undeveloped,
792,2014,2014-08-19,12Aug14.04,,,Female,94,57.0,8.5,65.5,Intact,Undeveloped,
793,2014,2014-08-19,12Aug14.05,,,Female,124,62.0,9.0,71.0,Intact,Undeveloped,
794,2014,2014-08-19,12Aug14.07,,,Male,170,70.5,10.0,80.5,Intact,Undeveloped,
795,2014,2014-08-19,13Aug14.02,,,Male,150,67.0,9.5,76.5,Intact,Undeveloped,
796,2014,2014-08-19,13Aug14.03,,,Female,128,63.0,9.0,72.0,Intact,Undeveloped,
797,2014,2014-08-19,15Aug14.01,,,Male,206,70.5,9.5,80.0,Intact,Undeveloped,
798,2014,2014-08-19,15Aug14.02,,,Female,180,67.0,9.0,76.0,Intact,Undeveloped,
799,2014,2014-08-22,15Aug14.03,,,Male,86,56.0,8.0,64.0,Intact,Undeveloped,
800,2014,2014-08-22,15Aug14.04,,,Female,122,63.0,9.0,72.0,Intact,Undeveloped,
801,2014,2014-08-19,16Aug14.01,,,Male,170,68.0,8.5,76.5,Intact,Undeveloped,
802,2014,2014-08-19,16Aug14.03,,,Male,164,66.5,9.5,76.0,Intact,Undeveloped,
803,2014,2014-08-19,17Aug14.02,,,Male,172,65.0,9.5,74.5,Intact,Undeveloped,
804,2014,2014-08-19,18Aug14.01,,,Male,136,63.0,9.5,72.5,Intact,,
805,2014,2014-08-19,18Aug14.02,,,Male,166,68.0,10.0,78.0,Intact,,
806,2014,2014-08-19,19Aug14.01,,,Male,210,70.0,9.5,79.5,Intact,,
807,2014,2014-08-19,19Aug14.02,,,Male,80,51.5,7.5,59.0,Intact,,
808,2014,2014-08-19,19Aug14.03,,,Male,138,62.5,9.0,71.5,Intact,,
810,2014,2014-08-22,22Aug14.01,542676,2827679,Female,,,,,,,
812,2014,2014-08-22,22Aug14.02,542661,2832411,Male,,,,,,,
816,2014,2014-08-24,24Aug14.01,520292,2792719,Female,,,,,,,
